VehicleID,Latitude,Longitude,Speed,Timestamp,Hour,Day
VEH38,28.626971427542824,77.1929251676544,30.92316929266152,2024-01-01 00:32:00,0,Monday
VEH73,28.616498827942486,77.21681822871777,23.81524644560959,2024-01-01 00:06:00,0,Monday
VEH40,28.60069543386916,77.21421941565617,31.48492336616593,2024-01-01 00:15:00,0,Monday
VEH46,28.61640492850346,77.21246448209497,26.599876392107547,2024-01-01 00:57:00,0,Monday
VEH84,28.616222536971613,77.211930724733,26.42824290986816,2024-01-01 00:29:00,0,Monday
VEH80,28.63255774511145,77.21373832920912,24.043482513986756,2024-01-01 00:55:00,0,Monday
VEH30,28.62046553608634,77.19925318329773,33.93542301871226,2024-01-01 00:29:00,0,Monday
VEH77,28.625485955790076,77.20079317681649,34.816880646221605,2024-01-01 00:29:00,0,Monday
VEH50,28.618027809269368,77.21722060159995,39.48396491326974,2024-01-01 00:02:00,0,Monday
VEH34,28.61144611883997,77.20146263835643,25.552427851872384,2024-01-01 00:58:00,0,Monday
VEH11,28.605741897150345,77.20822898290587,31.70575987408322,2024-01-01 00:18:00,0,Monday
VEH98,28.616666907993302,77.21727183249037,30.065009459389536,2024-01-01 00:39:00,0,Monday
VEH22,28.628435340771574,77.20635343166762,43.600845832948096,2024-01-01 00:05:00,0,Monday
VEH6,28.620156673477652,77.20042842443584,24.64553750969444,2024-01-01 00:10:00,0,Monday
VEH40,28.618724724152433,77.20676537214675,33.57000247046046,2024-01-01 00:35:00,0,Monday
VEH56,28.618632376245735,77.20827171087343,25.766031409657977,2024-01-01 00:31:00,0,Monday
VEH19,28.59875152775314,77.20453485047933,34.28199397161736,2024-01-01 00:52:00,0,Monday
VEH80,28.6160409374413,77.19654261221288,30.86590462925591,2024-01-01 00:59:00,0,Monday
VEH64,28.61775317379729,77.20016142563799,30.76862552972764,2024-01-01 00:33:00,0,Monday
VEH19,28.61448208718446,77.1975702970217,31.788936801741418,2024-01-01 00:08:00,0,Monday
VEH62,28.619507845263684,77.21983051243176,35.26901026017451,2024-01-01 00:19:00,0,Monday
VEH45,28.60012330632043,77.19962174960085,32.5751763360433,2024-01-01 00:41:00,0,Monday
VEH56,28.619037859509124,77.21415047686307,49.26365745327361,2024-01-01 00:38:00,0,Monday
VEH98,28.619608905106933,77.22035565640181,34.770008817466014,2024-01-01 00:22:00,0,Monday
VEH68,28.620413912513058,77.2058473075536,33.79484610246634,2024-01-01 00:04:00,0,Monday
VEH77,28.606171747854624,77.2066318139326,27.573182260854484,2024-01-01 00:38:00,0,Monday
VEH36,28.614718741393865,77.23214658566674,20.66367403704126,2024-01-01 00:44:00,0,Monday
VEH95,28.620762601903746,77.19287284128811,27.640340671052833,2024-01-01 00:25:00,0,Monday
VEH65,28.624789505969673,77.20964280019096,24.61127611035347,2024-01-01 00:48:00,0,Monday
VEH71,28.6067469629074,77.21579597748935,26.34816684141432,2024-01-01 00:23:00,0,Monday
VEH87,28.61606458589582,77.20945571839904,26.741998261970913,2024-01-01 00:34:00,0,Monday
VEH50,28.635339440893254,77.21533919022319,19.874287066711965,2024-01-01 00:15:00,0,Monday
VEH45,28.615764543147694,77.20238213535232,34.26216667398112,2024-01-01 00:40:00,0,Monday
VEH74,28.605974792615672,77.20785263558534,32.524936394902284,2024-01-01 00:17:00,0,Monday
VEH53,28.622557551941703,77.19699703592944,28.327493820795258,2024-01-01 00:31:00,0,Monday
VEH2,28.60915054688839,77.20246670767426,38.82727120140548,2024-01-01 00:10:00,0,Monday
VEH22,28.61794981710961,77.19639116045666,34.58930973527388,2024-01-01 00:44:00,0,Monday
VEH58,28.635121561970127,77.21932465260551,22.403150170229935,2024-01-01 00:35:00,0,Monday
VEH90,28.60905765927134,77.22166911149186,26.461652671906094,2024-01-01 00:34:00,0,Monday
VEH41,28.618338194281463,77.2167463405343,25.365347642109583,2024-01-01 00:49:00,0,Monday
VEH44,28.613304746439383,77.17658732659932,24.878061793328552,2024-01-01 00:12:00,0,Monday
VEH48,28.61137431848607,77.19652216818035,38.16205651965818,2024-01-01 00:34:00,0,Monday
VEH72,28.599598586220395,77.20459955513303,30.653702886430455,2024-01-01 00:09:00,0,Monday
VEH91,28.628312732890663,77.19464137848821,35.815818760774796,2024-01-01 00:41:00,0,Monday
VEH39,28.614002330610198,77.19918491348952,32.31051737131635,2024-01-01 00:32:00,0,Monday
VEH88,28.615890596955737,77.20299783122842,30.349010424950094,2024-01-01 00:28:00,0,Monday
VEH30,28.610046864031382,77.21013517345251,33.31065337260523,2024-01-01 00:12:00,0,Monday
VEH46,28.629760168161454,77.19662184501173,40.665166873281336,2024-01-01 00:27:00,0,Monday
VEH86,28.594379122004774,77.20748214904965,32.94158603242288,2024-01-01 00:30:00,0,Monday
VEH13,28.61670991867735,77.2027730048018,28.959388748213623,2024-01-01 00:38:00,0,Monday
VEH98,28.608969990653414,77.20310635243057,34.24801048510513,2024-01-01 00:32:00,0,Monday
VEH43,28.617470154859653,77.2020709040474,34.49799937716625,2024-01-01 00:39:00,0,Monday
VEH23,28.616972995208766,77.2171286211884,33.14814420961806,2024-01-01 00:48:00,0,Monday
VEH58,28.60561004989078,77.20339818959803,33.73646802561631,2024-01-01 00:34:00,0,Monday
VEH49,28.620003702654337,77.20879098406036,30.58663691654391,2024-01-01 00:53:00,0,Monday
VEH19,28.626676648957886,77.20308428611165,32.73548690585019,2024-01-01 00:48:00,0,Monday
VEH24,28.611878073475662,77.20682318796773,35.49388425993595,2024-01-01 00:33:00,0,Monday
VEH55,28.62215416348988,77.21713509636001,36.52739403577164,2024-01-01 00:26:00,0,Monday
VEH100,28.614110038416328,77.21581952971296,28.44866621703272,2024-01-01 00:33:00,0,Monday
VEH9,28.617141663524887,77.20769856945633,30.48497982496359,2024-01-01 00:35:00,0,Monday
VEH19,28.61985157025437,77.20081779316767,40.4619363784273,2024-01-01 00:10:00,0,Monday
VEH89,28.603839826185006,77.19685811387212,35.79055436750034,2024-01-01 00:25:00,0,Monday
VEH75,28.62181662693963,77.21524119817053,33.1417275463214,2024-01-01 00:15:00,0,Monday
VEH85,28.61377753227153,77.20002745628514,30.37902279096863,2024-01-01 00:17:00,0,Monday
VEH94,28.60712838288488,77.21875119733419,29.264713092489306,2024-01-01 00:09:00,0,Monday
VEH69,28.605645028032075,77.20578614158347,32.064657271378124,2024-01-01 00:05:00,0,Monday
VEH13,28.608262754471962,77.20077779604433,31.218436057459563,2024-01-01 00:29:00,0,Monday
VEH26,28.616349665711088,77.20393056824629,27.644808471908387,2024-01-01 00:45:00,0,Monday
VEH70,28.616220499373576,77.19451915658503,22.962681128117225,2024-01-01 00:57:00,0,Monday
VEH76,28.606715557787478,77.20686552848288,31.554537827990025,2024-01-01 00:38:00,0,Monday
VEH79,28.628653562169497,77.21757659623202,29.200307350182864,2024-01-01 00:34:00,0,Monday
VEH80,28.613709837920975,77.19897470635362,29.90743432003805,2024-01-01 00:20:00,0,Monday
VEH44,28.6110134136108,77.21222718560338,25.863845282238387,2024-01-01 00:08:00,0,Monday
VEH56,28.619093465142413,77.22432738913002,29.456199257715713,2024-01-01 00:34:00,0,Monday
VEH32,28.61791711722099,77.21590143991712,27.993897640570818,2024-01-01 00:23:00,0,Monday
VEH71,28.616140924818104,77.20912592400782,30.48838049274416,2024-01-01 00:33:00,0,Monday
VEH97,28.606169902161447,77.2092451017426,32.48999145622725,2024-01-01 00:47:00,0,Monday
VEH31,28.62841143607795,77.21859270826086,40.76591228755778,2024-01-01 00:47:00,0,Monday
VEH35,28.60622652437112,77.21772320636721,30.91671002869176,2024-01-01 00:33:00,0,Monday
VEH47,28.63579802933218,77.20091701714645,25.801390789096118,2024-01-01 00:49:00,0,Monday
VEH16,28.60790607354556,77.1877610427569,27.371224891596196,2024-01-01 00:16:00,0,Monday
VEH84,28.606308673384465,77.21050393786477,31.708779878885796,2024-01-01 00:19:00,0,Monday
VEH32,28.63266170839216,77.21850423838187,27.115481721687985,2024-01-01 00:50:00,0,Monday
VEH4,28.604915853286517,77.21391919171506,23.398833964896788,2024-01-01 00:23:00,0,Monday
VEH34,28.632214587658545,77.22079440120721,27.654121739476476,2024-01-01 00:00:00,0,Monday
VEH51,28.59676865470909,77.22253872374166,29.42730077373691,2024-01-01 00:04:00,0,Monday
VEH18,28.626278163119736,77.19305572341206,27.003124885231134,2024-01-01 00:19:00,0,Monday
VEH45,28.613952436997184,77.20946980593764,27.74967264260378,2024-01-01 00:12:00,0,Monday
VEH85,28.620128499323474,77.19832379570617,29.288102574893532,2024-01-01 00:05:00,0,Monday
VEH100,28.61510295631712,77.21414438834059,33.558074390444446,2024-01-01 00:59:00,0,Monday
VEH10,28.602653579081622,77.19365885829265,36.38838410949255,2024-01-01 00:46:00,0,Monday
VEH23,28.617223140119798,77.20151513463443,37.75575987761262,2024-01-01 00:48:00,0,Monday
VEH6,28.61505674634293,77.22079297184064,30.337592407050543,2024-01-01 00:12:00,0,Monday
VEH46,28.63450747924882,77.22655340842444,28.75517925760463,2024-01-01 00:37:00,0,Monday
VEH84,28.623615709509544,77.21545375949586,36.843157787661745,2024-01-01 00:08:00,0,Monday
VEH77,28.604250765394198,77.21586051459998,35.292122434247936,2024-01-01 00:30:00,0,Monday
VEH65,28.59631260513577,77.19716741487335,19.803839111199498,2024-01-01 00:03:00,0,Monday
VEH22,28.611205931655554,77.21617542255797,37.51178526048014,2024-01-01 00:12:00,0,Monday
VEH88,28.614640947804197,77.22528615545572,23.099492708925542,2024-01-01 00:52:00,0,Monday
VEH79,28.59686617560645,77.20844452301104,31.920327244696537,2024-01-01 00:00:00,0,Monday
VEH77,28.61357305251906,77.18832557899961,29.55439980243606,2024-01-01 00:16:00,0,Monday
VEH68,28.60085530499495,77.2156967254883,31.83299123048424,2024-01-01 00:18:00,0,Monday
VEH68,28.604501202136728,77.20386133082664,24.70393239055524,2024-01-01 00:31:00,0,Monday
VEH80,28.61327320902727,77.21855142320501,25.07136976832228,2024-01-01 00:44:00,0,Monday
VEH66,28.61894046515518,77.20369742381628,26.03563583868828,2024-01-01 00:47:00,0,Monday
VEH76,28.612829696400457,77.19864757677581,27.23175347326409,2024-01-01 00:19:00,0,Monday
VEH80,28.60192122107411,77.22864725132916,30.176317759858645,2024-01-01 00:13:00,0,Monday
VEH88,28.606902744920074,77.21113979910734,29.43835975154585,2024-01-01 00:32:00,0,Monday
VEH60,28.611690304004668,77.21514166700044,33.787538550236526,2024-01-01 00:23:00,0,Monday
VEH34,28.608594988523897,77.20324181759355,28.62474151424178,2024-01-01 00:24:00,0,Monday
VEH4,28.590880788352646,77.19384808937802,36.83437133722262,2024-01-01 00:57:00,0,Monday
VEH70,28.630349677135015,77.20650963960443,32.88278481527883,2024-01-01 00:44:00,0,Monday
VEH81,28.617012501545435,77.23978880808455,35.59787455717289,2024-01-01 00:16:00,0,Monday
VEH9,28.612620824085194,77.199444595594,21.96776839871214,2024-01-01 00:28:00,0,Monday
VEH1,28.615934636358674,77.20143649254716,22.88873145201163,2024-01-01 00:09:00,0,Monday
VEH43,28.607434271157576,77.19818451996386,38.43570817536282,2024-01-01 00:08:00,0,Monday
VEH14,28.622716397569494,77.20892027358684,37.39972069445013,2024-01-01 00:41:00,0,Monday
VEH44,28.61467368307648,77.20038715798673,37.61562038634828,2024-01-01 00:42:00,0,Monday
VEH59,28.61928910043685,77.19862753845673,29.04830660958196,2024-01-01 00:27:00,0,Monday
VEH93,28.605143817466153,77.19517200269036,34.630887737658206,2024-01-01 00:34:00,0,Monday
VEH62,28.632994166404703,77.1950143242618,32.81484618345286,2024-01-01 00:30:00,0,Monday
VEH72,28.607393574308784,77.20412874616235,27.038030378805654,2024-01-01 00:57:00,0,Monday
VEH58,28.605260092303205,77.20948521627945,25.84524941794481,2024-01-01 00:24:00,0,Monday
VEH87,28.6166045682578,77.20849761890551,28.80525976566795,2024-01-01 00:32:00,0,Monday
VEH88,28.604824363379585,77.20323228669432,33.77695612912878,2024-01-01 00:10:00,0,Monday
VEH94,28.618909171876243,77.19922444755201,30.49666152714613,2024-01-01 00:51:00,0,Monday
VEH55,28.62141387123372,77.19230594718879,32.71680096189967,2024-01-01 00:23:00,0,Monday
VEH51,28.607273762410543,77.21470598668593,26.183704217287417,2024-01-01 00:25:00,0,Monday
VEH55,28.595851178993357,77.19272457562117,30.24042473330691,2024-01-01 00:30:00,0,Monday
VEH7,28.616497225017216,77.19995683374896,33.19296229388687,2024-01-01 00:43:00,0,Monday
VEH67,28.597284799377313,77.20833920201353,23.944919001187717,2024-01-01 00:51:00,0,Monday
VEH55,28.60738163892198,77.20947398671316,25.69793317358024,2024-01-01 00:49:00,0,Monday
VEH12,28.610054444557704,77.21906292809214,27.115540652384254,2024-01-01 00:29:00,0,Monday
VEH20,28.622256921120652,77.19770293145342,32.64902088957641,2024-01-01 00:11:00,0,Monday
VEH85,28.62831568620658,77.18428355499873,26.015523722647615,2024-01-01 00:56:00,0,Monday
VEH8,28.619670721271806,77.20696954613958,31.855729366856544,2024-01-01 00:12:00,0,Monday
VEH87,28.607860148132843,77.20986589787474,29.221613823039604,2024-01-01 00:56:00,0,Monday
VEH2,28.6255778206166,77.21154420843301,31.68801331037601,2024-01-01 00:05:00,0,Monday
VEH72,28.609781230338776,77.20412393775928,27.837209060901895,2024-01-01 00:31:00,0,Monday
VEH52,28.617844521423784,77.2047901551918,31.448874284482066,2024-01-01 00:15:00,0,Monday
VEH22,28.634654007986455,77.21771124703432,28.369882339160796,2024-01-01 00:51:00,0,Monday
VEH38,28.62591213922164,77.20491924626978,19.80937732411073,2024-01-01 00:53:00,0,Monday
VEH26,28.603819136890827,77.19029208078975,28.24243257979346,2024-01-01 00:56:00,0,Monday
VEH60,28.614084183791896,77.22576437312276,31.634636868820813,2024-01-01 00:04:00,0,Monday
VEH15,28.61170899471191,77.21729405581183,18.944323454960575,2024-01-01 00:11:00,0,Monday
VEH29,28.616256145581087,77.21670865193887,22.607068771100792,2024-01-01 00:34:00,0,Monday
VEH96,28.62533754043207,77.21238496407494,27.923560430495993,2024-01-01 00:51:00,0,Monday
VEH93,28.620227818661064,77.23170692857805,30.909331275292477,2024-01-01 00:48:00,0,Monday
VEH86,28.616382205863005,77.2044063910046,25.75077815267604,2024-01-01 00:11:00,0,Monday
VEH1,28.622203358165443,77.20043916174092,30.357831186096963,2024-01-01 00:38:00,0,Monday
VEH67,28.60912342553235,77.21378979825747,31.66831052643474,2024-01-01 00:46:00,0,Monday
VEH38,28.62427539944258,77.20389983601146,28.650625323533145,2024-01-01 00:54:00,0,Monday
VEH34,28.604112362842177,77.20455706739924,32.7198357985576,2024-01-01 01:27:00,1,Monday
VEH11,28.621469886166455,77.19977834675822,35.181362933861635,2024-01-01 01:54:00,1,Monday
VEH92,28.62745637858805,77.21313434903225,40.21731239612367,2024-01-01 01:59:00,1,Monday
VEH64,28.606162108008967,77.1965534529669,21.939732088811944,2024-01-01 01:42:00,1,Monday
VEH77,28.628860443114892,77.21554365656354,30.55540997878106,2024-01-01 01:16:00,1,Monday
VEH99,28.6166996862632,77.19774510952702,43.062093231417464,2024-01-01 01:13:00,1,Monday
VEH55,28.615192211819753,77.21009394794605,34.46216645282679,2024-01-01 01:54:00,1,Monday
VEH6,28.618710092317368,77.2112388402428,26.880961056106777,2024-01-01 01:53:00,1,Monday
VEH48,28.618614683571362,77.22782024496475,37.56043356410822,2024-01-01 01:50:00,1,Monday
VEH18,28.629831866266397,77.20388784323569,25.88530923204043,2024-01-01 01:54:00,1,Monday
VEH100,28.612642130799003,77.2095572491229,36.30429092568808,2024-01-01 01:37:00,1,Monday
VEH96,28.596975353702852,77.22429550319461,30.043293840438388,2024-01-01 01:40:00,1,Monday
VEH57,28.609631189300526,77.1988789562474,22.559049974004488,2024-01-01 01:08:00,1,Monday
VEH40,28.62213170583962,77.20973317967189,24.383528834628066,2024-01-01 01:02:00,1,Monday
VEH54,28.600949212279364,77.2056421530071,39.1784409597803,2024-01-01 01:02:00,1,Monday
VEH52,28.611304086486363,77.19396857046883,29.604618012903614,2024-01-01 01:36:00,1,Monday
VEH19,28.611172764302523,77.18203113357059,30.561859000744274,2024-01-01 01:49:00,1,Monday
VEH55,28.611590654697913,77.21596206364813,40.07811380806006,2024-01-01 01:05:00,1,Monday
VEH85,28.62516565029548,77.20631111309446,25.300703789624983,2024-01-01 01:20:00,1,Monday
VEH65,28.6396335980325,77.20959218434015,30.902979792898066,2024-01-01 01:23:00,1,Monday
VEH93,28.613658749128902,77.21098084760769,30.111531273713624,2024-01-01 01:25:00,1,Monday
VEH26,28.6081633799312,77.2035314105876,30.669566982253343,2024-01-01 01:34:00,1,Monday
VEH24,28.608465752288662,77.20187154217324,31.36548447179282,2024-01-01 01:48:00,1,Monday
VEH74,28.611350227825792,77.22403992988583,17.578484291368277,2024-01-01 01:55:00,1,Monday
VEH96,28.624815068519226,77.22146085192497,20.466382171292587,2024-01-01 01:37:00,1,Monday
VEH95,28.610473124059197,77.20528559134004,23.795774859744228,2024-01-01 01:18:00,1,Monday
VEH64,28.606121833124092,77.19789424154534,39.59468555045145,2024-01-01 01:53:00,1,Monday
VEH98,28.623256783931474,77.22171555094994,34.441693653549514,2024-01-01 01:21:00,1,Monday
VEH48,28.60260948228783,77.20375479733721,33.280206139472924,2024-01-01 01:26:00,1,Monday
VEH24,28.60167872191108,77.21612998430173,29.63170634254266,2024-01-01 01:41:00,1,Monday
VEH70,28.610151791924505,77.21610959968204,33.054649890763535,2024-01-01 01:31:00,1,Monday
VEH65,28.61029033834181,77.22059329803365,25.42801669533385,2024-01-01 01:09:00,1,Monday
VEH58,28.620059356069444,77.21493101257968,29.285601136763383,2024-01-01 01:47:00,1,Monday
VEH14,28.617161330222423,77.19648886423614,35.45346842936784,2024-01-01 01:00:00,1,Monday
VEH49,28.612050978635573,77.20377276979481,36.07837946251778,2024-01-01 01:06:00,1,Monday
VEH83,28.606856563094574,77.19491538703637,23.05018746571382,2024-01-01 01:13:00,1,Monday
VEH52,28.619960099513456,77.19619570647504,39.60730424325516,2024-01-01 01:14:00,1,Monday
VEH75,28.593080705921164,77.22596456368291,31.888420669346427,2024-01-01 01:05:00,1,Monday
VEH87,28.6129328688813,77.20355080913191,32.82901390509369,2024-01-01 01:33:00,1,Monday
VEH50,28.613523652975754,77.22003301882017,31.404471576643534,2024-01-01 01:18:00,1,Monday
VEH65,28.61540301761462,77.20536387787786,30.548605214728,2024-01-01 01:37:00,1,Monday
VEH81,28.616978017688922,77.19189831607343,24.09240622280477,2024-01-01 01:28:00,1,Monday
VEH91,28.621332640940228,77.21070865438128,29.91341665156994,2024-01-01 01:09:00,1,Monday
VEH30,28.614084339330656,77.21247581705362,28.13453493178653,2024-01-01 01:54:00,1,Monday
VEH8,28.606116952745978,77.21095845255098,25.941469445258175,2024-01-01 01:57:00,1,Monday
VEH95,28.617982527557146,77.19197416395762,35.979111519961556,2024-01-01 01:35:00,1,Monday
VEH4,28.61862597482413,77.21156029734314,35.746788253060906,2024-01-01 01:12:00,1,Monday
VEH10,28.630554744444627,77.21914370065018,21.62896217667511,2024-01-01 01:18:00,1,Monday
VEH7,28.601104230332645,77.20275181422305,30.963788584387505,2024-01-01 01:36:00,1,Monday
VEH39,28.619076590204692,77.20174256186847,31.767167155718727,2024-01-01 01:46:00,1,Monday
VEH34,28.606346170676467,77.20288482197009,23.800027849092224,2024-01-01 01:06:00,1,Monday
VEH57,28.60466766753889,77.19548315394384,25.953967068446673,2024-01-01 01:41:00,1,Monday
VEH5,28.62443641796608,77.19950601111168,43.99524365752029,2024-01-01 01:32:00,1,Monday
VEH38,28.61883317900881,77.21084836123696,26.54154443242727,2024-01-01 01:43:00,1,Monday
VEH61,28.62090309879409,77.20324362173763,31.443382406560143,2024-01-01 01:18:00,1,Monday
VEH85,28.63950084538269,77.20803940100275,36.579699964761716,2024-01-01 01:21:00,1,Monday
VEH74,28.606868235748742,77.20865011509504,39.687336511510885,2024-01-01 01:13:00,1,Monday
VEH9,28.607630329422122,77.22712448557998,34.37209301061071,2024-01-01 01:28:00,1,Monday
VEH60,28.608275332241057,77.21532407739056,35.69610558146699,2024-01-01 01:34:00,1,Monday
VEH30,28.62011809962217,77.1932977528011,27.197647454208994,2024-01-01 01:12:00,1,Monday
VEH39,28.611424813644486,77.208255665709,33.93669382108673,2024-01-01 01:19:00,1,Monday
VEH94,28.615677010009332,77.1956465564129,32.73432258836315,2024-01-01 01:25:00,1,Monday
VEH89,28.62000585745284,77.21459790447932,36.23723696110645,2024-01-01 01:58:00,1,Monday
VEH2,28.62223922154549,77.21359180079229,30.482504776040102,2024-01-01 01:34:00,1,Monday
VEH38,28.597290390664842,77.21329618219133,31.871771769148893,2024-01-01 01:25:00,1,Monday
VEH83,28.616615788371956,77.1962325142418,25.428050631292024,2024-01-01 01:26:00,1,Monday
VEH88,28.62443152853333,77.20860444846144,34.240836820196456,2024-01-01 01:26:00,1,Monday
VEH38,28.614183183761305,77.20929756139496,35.524752363213324,2024-01-01 01:43:00,1,Monday
VEH99,28.60873955271783,77.20996120776941,28.521956889808123,2024-01-01 01:03:00,1,Monday
VEH55,28.609555037725677,77.20590827876532,31.9440021915019,2024-01-01 01:22:00,1,Monday
VEH57,28.609112513783366,77.22155756125574,26.360296822235817,2024-01-01 01:04:00,1,Monday
VEH52,28.612031283558387,77.20460268941726,38.068222755102,2024-01-01 01:35:00,1,Monday
VEH95,28.615865547765118,77.21931844539469,23.405531468148475,2024-01-01 01:33:00,1,Monday
VEH37,28.616570502658693,77.21789630795624,31.244753279710455,2024-01-01 01:52:00,1,Monday
VEH21,28.624554803750655,77.203827115499,37.880070534261236,2024-01-01 01:55:00,1,Monday
VEH37,28.636888981236194,77.2053716143956,28.605820726329476,2024-01-01 01:32:00,1,Monday
VEH79,28.628433844771177,77.22479572145731,28.219033197566993,2024-01-01 01:24:00,1,Monday
VEH72,28.60969813182904,77.2061821539114,24.11108077816195,2024-01-01 01:56:00,1,Monday
VEH5,28.60471348053516,77.19895859233249,26.994345507812692,2024-01-01 01:38:00,1,Monday
VEH21,28.613553151126133,77.21134214732537,38.58583579740372,2024-01-01 01:35:00,1,Monday
VEH13,28.603916459592615,77.21884322398476,29.76338911220579,2024-01-01 01:38:00,1,Monday
VEH91,28.613405362903478,77.21574819492167,25.219723225521843,2024-01-01 01:15:00,1,Monday
VEH28,28.617724097461842,77.21066452208214,33.29558965337408,2024-01-01 01:53:00,1,Monday
VEH9,28.61679168643908,77.23355300139912,27.644633412076757,2024-01-01 01:37:00,1,Monday
VEH39,28.60859003044998,77.20276859473576,28.055947737532062,2024-01-01 01:37:00,1,Monday
VEH73,28.607526128726935,77.22089016531108,37.93585457328261,2024-01-01 01:30:00,1,Monday
VEH100,28.608192537062507,77.20067644426896,33.190411115265356,2024-01-01 01:09:00,1,Monday
VEH96,28.60837776955719,77.21532931817755,31.847948437589835,2024-01-01 01:28:00,1,Monday
VEH17,28.598742558850027,77.2244750520133,39.81272169881095,2024-01-01 01:31:00,1,Monday
VEH63,28.60777211309516,77.20512298440065,32.26266028695786,2024-01-01 01:33:00,1,Monday
VEH19,28.61724456789987,77.21558544272673,40.88435602716508,2024-01-01 01:09:00,1,Monday
